policy,candle,fee_bps
BAHook,357,76.0
BAHook,358,76.0
BAHook,358,16.0
BAHook,359,86.0
BAHook,359,81.0
BAHook,359,11.0
BAHook,360,86.0
BAHook,360,16.0
BAHook,360,81.0
BAHook,361,81.0
BAHook,361,21.0
BAHook,361,76.0
BAHook,362,16.0
BAHook,362,76.0
BAHook,363,21.0
BAHook,363,81.0
BAHook,364,76.0
BAHook,364,26.0
BAHook,364,71.0
BAHook,365,71.0
BAHook,365,21.0
BAHook,366,76.0
BAHook,366,26.0
BAHook,367,71.0
BAHook,367,21.0
BAHook,368,16.0
BAHook,368,76.0
BAHook,369,81.0
BAHook,369,21.0
BAHook,370,76.0
BAHook,370,16.0
BAHook,371,81.0
BAHook,371,11.0
BAHook,371,86.0
BAHook,372,6.0
BAHook,372,86.0
BAHook,373,96.0
BAHook,373,91.0
BAHook,373,1.0
BAHook,374,96.0
BAHook,374,6.0
BAHook,374,91.0
BAHook,375,91.0
BAHook,375,11.0
BAHook,375,86.0
BAHook,376,86.0
BAHook,376,6.0
BAHook,377,1.0
BAHook,377,91.0
BAHook,378,96.0
BAHook,378,6.0
BAHook,379,91.0
BAHook,379,11.0
BAHook,379,86.0
BAHook,380,86.0
BAHook,380,16.0
BAHook,381,11.0
BAHook,381,81.0
BAHook,382,6.0
BAHook,382,86.0
BAHook,383,91.0
BAHook,383,1.0
BAHook,384,96.0
BAHook,384,6.0
BAHook,385,91.0
BAHook,385,1.0
BAHook,386,96.0
BAHook,386,1.0
BAHook,387,6.0
BAHook,387,100.0
BAHook,388,95.0
BAHook,388,1.0
BAHook,389,100.0
BAHook,389,1.0
BAHook,390,100.0
BAHook,390,6.0
BAHook,391,95.0
BAHook,391,1.0
BAHook,392,100.0
BAHook,392,6.0
BAHook,393,95.0
BAHook,393,1.0
BAHook,394,1.0
BAHook,394,100.0
BAHook,395,6.0
BAHook,395,100.0
BAHook,396,95.0
BAHook,396,11.0
BAHook,397,90.0
BAHook,397,16.0
BAHook,398,85.0
BAHook,398,11.0
BAHook,399,90.0
BAHook,399,6.0
BAHook,400,95.0
BAHook,400,1.0
BAHook,401,1.0
BAHook,401,100.0
BAHook,402,100.0
BAHook,402,1.0
BAHook,402,100.0
BAHook,403,100.0
BAHook,403,1.0
BAHook,403,100.0
BAHook,404,100.0
BAHook,404,1.0
BAHook,405,1.0
BAHook,405,100.0
BAHook,406,6.0
BAHook,406,100.0
BAHook,407,95.0
BAHook,407,11.0
BAHook,408,90.0
BAHook,408,6.0
BAHook,408,95.0
BAHook,409,95.0
BAHook,409,11.0
BAHook,410,90.0
BAHook,410,16.0
BAHook,411,21.0
BAHook,411,85.0
BAHook,412,80.0
BAHook,412,26.0
BAHook,413,75.0
BAHook,413,31.0
BAHook,414,70.0
BAHook,414,26.0
BAHook,415,75.0
BAHook,415,21.0
BAHook,416,26.0
BAHook,416,80.0
BAHook,417,21.0
BAHook,417,75.0
BAHook,418,80.0
BAHook,418,16.0
BAHook,419,85.0
BAHook,419,21.0
BAHook,420,80.0
BAHook,420,26.0
BAHook,421,75.0
BAHook,421,31.0
BAHook,422,70.0
BAHook,422,36.0
BAHook,423,60.0
BAHook,423,65.0
BAHook,423,41.0
BAHook,424,60.0
BAHook,424,36.0
BAHook,425,65.0
BAHook,425,31.0
BAHook,426,70.0
BAHook,426,26.0
BAHook,427,75.0
BAHook,427,21.0
BAHook,428,16.0
BAHook,428,80.0
BAHook,429,85.0
BAHook,429,21.0
BAHook,429,80.0
BAHook,430,80.0
BAHook,430,26.0
BAHook,431,75.0
BAHook,431,31.0
BAHook,432,36.0
BAHook,432,70.0
BAHook,433,31.0
BAHook,433,65.0
BAHook,434,70.0
BAHook,434,36.0
BAHook,435,65.0
BAHook,435,41.0
BAHook,436,60.0
BAHook,436,46.0
BAHook,437,55.0
BAHook,437,41.0
BAHook,438,36.0
BAHook,438,60.0
BAHook,439,31.0
BAHook,439,65.0
BAHook,440,70.0
BAHook,440,26.0
BAHook,441,75.0
BAHook,441,31.0
BAHook,442,70.0
BAHook,442,36.0
BAHook,443,65.0
BAHook,443,31.0
BAHook,444,26.0
BAHook,444,70.0
BAHook,445,75.0
BAHook,445,31.0
BAHook,446,70.0
BAHook,446,26.0
BAHook,447,75.0
BAHook,447,31.0
BAHook,448,70.0
BAHook,448,26.0
BAHook,449,75.0
BAHook,449,31.0
BAHook,450,36.0
BAHook,450,70.0
BAHook,451,65.0
BAHook,451,31.0
BAHook,451,70.0
BAHook,452,70.0
BAHook,452,36.0
BAHook,453,65.0
BAHook,453,31.0
BAHook,454,36.0
BAHook,454,70.0
BAHook,455,41.0
BAHook,455,65.0
BAHook,456,60.0
BAHook,456,36.0
BAHook,457,65.0
BAHook,457,31.0
BAHook,458,70.0
BAHook,458,26.0
BAHook,459,75.0
BAHook,459,21.0
BAHook,460,80.0
BAHook,460,26.0
BAHook,461,31.0
BAHook,461,75.0
BAHook,462,70.0
BAHook,462,36.0
BAHook,463,65.0
BAHook,463,31.0
BAHook,464,70.0
BAHook,464,26.0
BAHook,465,75.0
BAHook,465,21.0
BAHook,466,16.0
BAHook,466,80.0
BAHook,467,85.0
BAHook,467,21.0
BAHook,468,80.0
BAHook,468,16.0
BAHook,469,85.0
BAHook,469,21.0
BAHook,470,80.0
BAHook,470,26.0
BAHook,471,21.0
BAHook,471,75.0
BAHook,472,26.0
BAHook,472,80.0
BAHook,473,75.0
BAHook,473,21.0
BAHook,474,80.0
BAHook,474,16.0
BAHook,475,85.0
BAHook,475,11.0
BAHook,475,90.0
BAHook,476,16.0
BAHook,476,85.0
BAHook,476,90.0
BAHook,477,85.0
BAHook,477,21.0
BAHook,478,80.0
BAHook,478,16.0
BAHook,479,85.0
BAHook,479,21.0
BAHook,480,85.0
BAHook,480,80.0
BAHook,480,16.0
BAHook,481,21.0
BAHook,481,80.0
BAHook,481,85.0
BAHook,482,75.0
BAHook,482,26.0
BAHook,482,80.0
BAHook,483,75.0
BAHook,483,31.0
BAHook,484,70.0
BAHook,484,26.0
BAHook,485,75.0
BAHook,485,31.0
BAHook,486,70.0
BAHook,486,36.0
BAHook,487,31.0
BAHook,487,65.0
BAHook,488,70.0
BAHook,488,26.0
BAHook,489,75.0
BAHook,489,21.0
BAHook,489,80.0
BAHook,490,80.0
BAHook,490,16.0
BAHook,490,85.0
BAHook,491,21.0
BAHook,491,80.0
BAHook,491,85.0
BAHook,492,80.0
BAHook,492,16.0
BAHook,492,85.0
BAHook,493,85.0
BAHook,493,11.0
BAHook,493,90.0
BAHook,494,95.0
BAHook,494,90.0
BAHook,494,6.0
BAHook,495,90.0
BAHook,495,95.0
BAHook,495,11.0
BAHook,496,90.0
BAHook,496,6.0
BAHook,496,95.0
BAHook,497,1.0
BAHook,497,95.0
BAHook,497,100.0
BAHook,498,6.0
BAHook,498,100.0
BAHook,498,95.0
BAHook,499,11.0
BAHook,499,95.0
BAHook,500,90.0
BAHook,500,16.0
BAHook,500,85.0
BAHook,501,85.0
BAHook,501,21.0
BAHook,501,80.0
BAHook,502,80.0
BAHook,502,26.0
BAHook,502,75.0
BAHook,503,80.0
BAHook,503,75.0
BAHook,503,21.0
BAHook,504,80.0
BAHook,504,16.0
BAHook,504,85.0
BAHook,505,85.0
BAHook,505,11.0
BAHook,506,85.0
BAHook,506,90.0
BAHook,506,16.0
BAHook,507,11.0
BAHook,507,85.0
BAHook,508,90.0
BAHook,508,6.0
BAHook,509,95.0
BAHook,509,1.0
BAHook,510,100.0
BAHook,510,1.0
BAHook,511,100.0
BAHook,511,6.0
BAHook,511,95.0
BAHook,512,11.0
BAHook,512,95.0
BAHook,513,90.0
BAHook,513,6.0
BAHook,513,95.0
BAHook,514,95.0
BAHook,514,1.0
BAHook,514,100.0
BAHook,515,100.0
BAHook,515,6.0
BAHook,515,95.0
BAHook,516,11.0
BAHook,516,95.0
BAHook,516,90.0
BAHook,517,6.0
BAHook,517,90.0
BAHook,518,95.0
BAHook,518,11.0
BAHook,519,90.0
BAHook,519,16.0
BAHook,519,85.0
BAHook,520,85.0
BAHook,520,21.0
BAHook,520,80.0
BAHook,521,75.0
BAHook,521,26.0
BAHook,521,80.0
BAHook,522,75.0
BAHook,522,21.0
BAHook,522,80.0
BAHook,523,80.0
BAHook,523,16.0
BAHook,523,85.0
BAHook,524,85.0
BAHook,524,21.0
BAHook,524,80.0
BAHook,525,26.0
BAHook,525,80.0
BAHook,526,75.0
BAHook,526,21.0
BAHook,526,80.0
BAHook,527,80.0
BAHook,527,26.0
BAHook,528,75.0
BAHook,528,21.0
BAHook,529,80.0
BAHook,529,16.0
BAHook,530,21.0
BAHook,530,85.0
BAHook,531,80.0
BAHook,531,26.0
BAHook,532,75.0
BAHook,532,21.0
BAHook,533,80.0
BAHook,533,26.0
BAHook,534,75.0
BAHook,534,21.0
BAHook,535,26.0
BAHook,535,75.0
BAHook,535,80.0
BAHook,536,31.0
BAHook,536,75.0
BAHook,537,70.0
BAHook,537,36.0
BAHook,538,65.0
BAHook,538,31.0
BAHook,539,70.0
BAHook,539,26.0
BAHook,540,75.0
BAHook,540,31.0
BAHook,541,70.0
BAHook,541,26.0
BAHook,542,21.0
BAHook,542,75.0
BAHook,543,80.0
BAHook,543,26.0
BAHook,544,75.0
BAHook,544,21.0
BAHook,545,80.0
BAHook,545,16.0
BAHook,546,85.0
BAHook,546,21.0
BAHook,546,80.0
BAHook,547,26.0
BAHook,547,80.0
BAHook,548,75.0
BAHook,548,21.0
BAHook,549,80.0
BAHook,549,26.0
BAHook,550,75.0
BAHook,550,31.0
BAHook,551,70.0
BAHook,551,36.0
BAHook,552,31.0
BAHook,552,65.0
BAHook,553,70.0
BAHook,553,26.0
BAHook,554,75.0
BAHook,554,21.0
BAHook,555,80.0
BAHook,555,26.0
BAHook,556,75.0
BAHook,556,21.0
BAHook,557,80.0
BAHook,557,26.0
BAHook,558,75.0
BAHook,558,31.0
BAHook,559,36.0
BAHook,559,70.0
BAHook,560,65.0
BAHook,560,41.0
BAHook,561,60.0
BAHook,561,36.0
BAHook,562,65.0
BAHook,562,31.0
BAHook,562,70.0
BAHook,563,36.0
BAHook,563,65.0
BAHook,563,70.0
BAHook,564,65.0
BAHook,564,31.0
BAHook,565,70.0
BAHook,565,26.0
BAHook,566,75.0
BAHook,566,21.0
BAHook,567,80.0
BAHook,567,26.0
BAHook,568,75.0
BAHook,568,21.0
BAHook,569,16.0
BAHook,569,80.0
BAHook,570,85.0
BAHook,570,21.0
BAHook,571,80.0
BAHook,571,26.0
BAHook,572,75.0
BAHook,572,31.0
BAHook,573,65.0
BAHook,573,70.0
BAHook,573,36.0
BAHook,574,31.0
BAHook,574,65.0
BAHook,575,70.0
BAHook,575,26.0
BAHook,576,75.0
BAHook,576,21.0
BAHook,577,80.0
BAHook,577,16.0
BAHook,578,85.0
BAHook,578,21.0
BAHook,579,26.0
BAHook,579,80.0
BAHook,580,21.0
BAHook,580,75.0
BAHook,581,80.0
BAHook,581,16.0
BAHook,582,85.0
BAHook,582,21.0
BAHook,583,80.0
BAHook,583,16.0
BAHook,584,85.0
BAHook,584,21.0
BAHook,585,26.0
BAHook,585,80.0
BAHook,586,75.0
BAHook,586,31.0
BAHook,587,70.0
BAHook,587,26.0
BAHook,588,75.0
BAHook,588,31.0
BAHook,589,70.0
BAHook,589,36.0
BAHook,590,65.0
BAHook,590,41.0
BAHook,591,46.0
BAHook,591,60.0
BAHook,592,55.0
BAHook,592,51.0
BAHook,593,50.0
BAHook,593,56.0
BAHook,593,45.0
BAHook,594,45.0
BAHook,594,51.0
BAHook,595,56.0
BAHook,595,50.0
BAHook,596,40.0
BAHook,596,61.0
BAHook,596,45.0
BAHook,597,40.0
BAHook,597,56.0
BAHook,597,45.0
BAHook,598,40.0
BAHook,598,45.0
BAHook,598,61.0
BAHook,599,56.0
BAHook,599,45.0
BAHook,599,40.0
BAHook,600,51.0
BAHook,600,50.0
BAHook,600,45.0
BAHook,601,50.0
BAHook,601,46.0
BAHook,602,55.0
BAHook,602,51.0
BAHook,603,50.0
BAHook,603,46.0
BAHook,604,55.0
BAHook,604,51.0
BAHook,605,50.0
BAHook,605,46.0
BAHook,606,51.0
BAHook,606,55.0
BAHook,607,50.0
BAHook,607,46.0
BAHook,608,55.0
BAHook,608,51.0
BAHook,609,50.0
BAHook,609,46.0
BAHook,610,55.0
BAHook,610,41.0
BAHook,611,60.0
BAHook,611,46.0
BAHook,612,51.0
BAHook,612,55.0
BAHook,613,50.0
BAHook,613,56.0
BAHook,614,45.0
BAHook,614,61.0
BAHook,615,40.0
BAHook,615,56.0
BAHook,616,45.0
BAHook,616,51.0
BAHook,617,50.0
BAHook,617,56.0
BAHook,618,51.0
BAHook,618,45.0
BAHook,619,50.0
BAHook,619,46.0
BAHook,619,55.0
BAHook,620,55.0
BAHook,620,51.0
BAHook,621,50.0
BAHook,621,46.0
BAHook,622,51.0
BAHook,622,55.0
BAHook,623,56.0
BAHook,623,50.0
BAHook,624,45.0
BAHook,624,61.0
BAHook,625,40.0
BAHook,625,56.0
BAHook,626,45.0
BAHook,626,51.0
BAHook,627,50.0
BAHook,627,56.0
BAHook,628,45.0
BAHook,628,61.0
BAHook,629,56.0
BAHook,629,40.0
BAHook,630,45.0
BAHook,630,51.0
BAHook,631,50.0
BAHook,631,46.0
BAHook,632,55.0
BAHook,632,51.0
BAHook,633,50.0
BAHook,633,46.0
BAHook,634,51.0
BAHook,634,55.0
BAHook,635,50.0
BAHook,635,56.0
BAHook,636,45.0
BAHook,636,61.0
BAHook,637,40.0
BAHook,637,56.0
BAHook,638,45.0
BAHook,638,51.0
BAHook,639,56.0
BAHook,639,50.0
BAHook,640,45.0
BAHook,640,61.0
BAHook,641,40.0
BAHook,641,56.0
BAHook,642,45.0
BAHook,642,51.0
BAHook,643,50.0
BAHook,643,46.0
BAHook,644,55.0
BAHook,644,51.0
BAHook,645,56.0
BAHook,645,50.0
BAHook,646,51.0
BAHook,646,45.0
BAHook,647,50.0
BAHook,647,56.0
BAHook,648,45.0
BAHook,648,61.0
BAHook,649,40.0
BAHook,649,56.0
BAHook,650,45.0
BAHook,650,61.0
BAHook,651,40.0
BAHook,651,66.0
BAHook,652,61.0
BAHook,652,35.0
BAHook,653,40.0
BAHook,653,66.0
BAHook,654,35.0
BAHook,654,71.0
BAHook,655,30.0
BAHook,655,76.0
BAHook,656,25.0
BAHook,656,71.0
BAHook,657,66.0
BAHook,657,30.0
BAHook,658,61.0
BAHook,658,35.0
BAHook,659,40.0
BAHook,659,66.0
BAHook,660,35.0
BAHook,660,71.0
BAHook,661,30.0
BAHook,661,66.0
BAHook,661,35.0
BAHook,662,35.0
BAHook,662,61.0
BAHook,663,66.0
BAHook,663,40.0
BAHook,664,35.0
BAHook,664,61.0
BAHook,665,40.0
BAHook,665,56.0
BAHook,665,45.0
BAHook,666,45.0
BAHook,666,51.0
BAHook,667,56.0
BAHook,667,50.0
BAHook,668,61.0
BAHook,668,45.0
BAHook,669,40.0
BAHook,669,66.0
BAHook,670,35.0
BAHook,670,71.0
BAHook,671,30.0
BAHook,671,66.0
BAHook,672,35.0
BAHook,672,61.0
BAHook,673,40.0
BAHook,673,56.0
BAHook,674,51.0
BAHook,674,45.0
BAHook,675,50.0
BAHook,675,56.0
BAHook,676,45.0
BAHook,676,61.0
BAHook,677,40.0
BAHook,677,56.0
BAHook,678,45.0
BAHook,678,51.0
BAHook,678,50.0
BAHook,679,55.0
BAHook,679,50.0
BAHook,679,46.0
BAHook,680,55.0
BAHook,680,51.0
BAHook,681,50.0
BAHook,681,46.0
BAHook,682,55.0
BAHook,682,41.0
BAHook,683,55.0
BAHook,683,46.0
BAHook,683,60.0
BAHook,684,55.0
BAHook,684,51.0
BAHook,685,50.0
BAHook,685,46.0
BAHook,686,55.0
BAHook,686,41.0
BAHook,687,60.0
BAHook,687,46.0
BAHook,688,55.0
BAHook,688,51.0
BAHook,689,46.0
BAHook,689,50.0
BAHook,690,55.0
BAHook,690,51.0
BAHook,690,50.0
BAHook,691,50.0
BAHook,691,56.0
BAHook,692,45.0
BAHook,692,61.0
BAHook,693,40.0
BAHook,693,56.0
BAHook,694,61.0
BAHook,694,45.0
BAHook,695,40.0
BAHook,695,66.0
BAHook,696,35.0
BAHook,696,61.0
BAHook,697,40.0
BAHook,697,66.0
BAHook,698,35.0
BAHook,698,61.0
BAHook,699,56.0
BAHook,699,40.0
BAHook,700,61.0
BAHook,700,45.0
BAHook,701,40.0
BAHook,701,56.0
BAHook,702,45.0
BAHook,702,51.0
BAHook,703,50.0
BAHook,703,56.0
BAHook,704,45.0
BAHook,704,51.0
BAHook,705,50.0
BAHook,705,56.0
BAHook,706,51.0
BAHook,706,45.0
BAHook,707,50.0
BAHook,707,46.0
BAHook,708,55.0
BAHook,708,51.0
BAHook,709,50.0
BAHook,709,46.0
BAHook,710,55.0
BAHook,710,41.0
BAHook,711,46.0
BAHook,711,60.0
BAHook,712,55.0
BAHook,712,51.0
BAHook,712,50.0
BAHook,713,50.0
BAHook,713,46.0
BAHook,714,55.0
BAHook,714,51.0
BAHook,715,50.0
BAHook,715,46.0
BAHook,716,51.0
BAHook,716,55.0
BAHook,717,50.0
BAHook,717,56.0
BAHook,718,45.0
BAHook,718,51.0
BAHook,719,50.0
BAHook,719,46.0
BAHook,720,55.0
BAHook,720,41.0
BAHook,721,46.0
BAHook,721,60.0
BAHook,722,51.0
BAHook,722,55.0
BAHook,723,50.0
BAHook,723,46.0
BAHook,724,55.0
BAHook,724,41.0
BAHook,725,60.0
BAHook,725,46.0
BAHook,726,55.0
BAHook,726,51.0
BAHook,727,46.0
BAHook,727,55.0
BAHook,727,50.0
BAHook,728,55.0
BAHook,728,51.0
BAHook,729,50.0
BAHook,729,56.0
BAHook,730,45.0
BAHook,730,51.0
BAHook,731,50.0
BAHook,731,46.0
BAHook,732,55.0
BAHook,732,51.0
BAHook,733,50.0
BAHook,733,56.0
BAHook,734,45.0
BAHook,734,51.0
BAHook,735,56.0
BAHook,735,50.0
BAHook,736,45.0
BAHook,736,51.0
BAHook,737,50.0
BAHook,737,56.0
BAHook,738,45.0
BAHook,738,61.0
BAHook,738,40.0
BAHook,739,56.0
BAHook,739,40.0
BAHook,740,45.0
BAHook,740,61.0
BAHook,741,40.0
BAHook,741,66.0
BAHook,742,35.0
BAHook,742,71.0
BAHook,743,25.0
BAHook,743,30.0
BAHook,743,76.0
BAHook,744,81.0
BAHook,744,20.0
BAHook,744,25.0
BAHook,745,20.0
BAHook,745,76.0
BAHook,746,25.0
BAHook,746,71.0
BAHook,747,30.0
BAHook,747,76.0
BAHook,748,25.0
BAHook,748,71.0
BAHook,749,30.0
BAHook,749,66.0
BAHook,750,71.0
BAHook,750,35.0
BAHook,751,30.0
BAHook,751,76.0
BAHook,751,25.0
BAHook,752,25.0
BAHook,752,71.0
BAHook,753,30.0
BAHook,753,76.0
BAHook,754,81.0
BAHook,754,25.0
BAHook,755,86.0
BAHook,755,15.0
BAHook,755,20.0
BAHook,756,15.0
BAHook,756,91.0
BAHook,756,10.0
BAHook,757,10.0
BAHook,757,96.0
BAHook,757,5.0
BAHook,758,5.0
BAHook,758,100.0
BAHook,758,1.0
BAHook,759,1.0
BAHook,759,1.0
BAHook,759,100.0
BAHook,760,1.0
BAHook,760,95.0
BAHook,761,6.0
BAHook,761,90.0
BAHook,761,11.0
BAHook,762,85.0
BAHook,762,11.0
BAHook,763,11.0
BAHook,763,90.0
BAHook,763,16.0
BAHook,764,11.0
BAHook,764,85.0
BAHook,765,16.0
BAHook,765,90.0
BAHook,765,11.0
BAHook,766,11.0
BAHook,766,95.0
BAHook,766,6.0
BAHook,767,11.0
BAHook,767,90.0
BAHook,767,6.0
BAHook,768,11.0
BAHook,768,95.0
BAHook,768,6.0
BAHook,769,6.0
BAHook,769,100.0
BAHook,769,1.0
BAHook,770,1.0
BAHook,770,95.0
BAHook,770,6.0
BAHook,771,90.0
BAHook,771,6.0
BAHook,772,16.0
BAHook,772,85.0
BAHook,772,11.0
BAHook,773,16.0
BAHook,773,90.0
BAHook,774,11.0
BAHook,774,95.0
BAHook,774,6.0
BAHook,775,6.0
BAHook,775,90.0
BAHook,776,11.0
BAHook,776,95.0
BAHook,777,1.0
BAHook,777,6.0
BAHook,777,100.0
BAHook,778,1.0
BAHook,778,95.0
BAHook,779,6.0
BAHook,779,90.0
BAHook,780,16.0
BAHook,780,11.0
BAHook,780,85.0
BAHook,781,80.0
BAHook,781,21.0
BAHook,781,16.0
BAHook,782,21.0
BAHook,782,85.0
BAHook,782,16.0
BAHook,783,16.0
BAHook,783,80.0
BAHook,784,21.0
BAHook,784,85.0
BAHook,785,16.0
BAHook,785,80.0
BAHook,786,85.0
BAHook,786,21.0
BAHook,787,16.0
BAHook,787,90.0
BAHook,787,11.0
BAHook,788,11.0
BAHook,788,95.0
BAHook,788,6.0
BAHook,789,6.0
BAHook,789,90.0
BAHook,789,11.0
BAHook,790,95.0
BAHook,790,11.0
BAHook,791,90.0
BAHook,791,6.0
BAHook,792,11.0
BAHook,792,95.0
BAHook,793,6.0
BAHook,793,90.0
BAHook,794,11.0
BAHook,794,85.0
BAHook,795,16.0
BAHook,795,80.0
BAHook,796,75.0
BAHook,796,21.0
BAHook,797,26.0
BAHook,797,80.0
BAHook,798,21.0
BAHook,798,75.0
BAHook,799,26.0
BAHook,799,80.0
BAHook,800,21.0
BAHook,800,75.0
BAHook,801,26.0
BAHook,801,80.0
BAHook,802,85.0
BAHook,802,21.0
BAHook,803,16.0
BAHook,803,90.0
BAHook,803,11.0
BAHook,804,11.0
BAHook,804,85.0
BAHook,804,16.0
BAHook,805,16.0
BAHook,805,90.0
BAHook,806,95.0
BAHook,806,11.0
BAHook,807,100.0
BAHook,807,6.0
BAHook,808,1.0
BAHook,808,95.0
BAHook,809,6.0
BAHook,809,90.0
BAHook,810,11.0
BAHook,810,85.0
BAHook,811,16.0
BAHook,811,90.0
BAHook,812,11.0
BAHook,812,85.0
BAHook,813,90.0
BAHook,813,16.0
BAHook,814,11.0
BAHook,814,95.0
BAHook,815,6.0
BAHook,815,100.0
BAHook,816,1.0
BAHook,816,100.0
BAHook,817,1.0
BAHook,817,100.0
BAHook,818,100.0
BAHook,818,1.0
BAHook,819,1.0
BAHook,819,95.0
BAHook,820,6.0
BAHook,820,100.0
BAHook,821,1.0
BAHook,821,100.0
BAHook,822,1.0
BAHook,822,100.0
BAHook,822,1.0
BAHook,823,100.0
BAHook,823,1.0
BAHook,824,1.0
BAHook,824,100.0
BAHook,825,1.0
BAHook,825,95.0
BAHook,826,6.0
BAHook,826,90.0
BAHook,827,11.0
BAHook,827,95.0
BAHook,828,6.0
BAHook,828,90.0
BAHook,829,85.0
BAHook,829,11.0
BAHook,830,16.0
BAHook,830,90.0
BAHook,831,11.0
BAHook,831,85.0
BAHook,832,16.0
BAHook,832,80.0
BAHook,833,75.0
BAHook,833,26.0
BAHook,833,21.0
BAHook,834,70.0
BAHook,834,31.0
BAHook,834,26.0
BAHook,835,31.0
BAHook,835,65.0
BAHook,835,36.0
BAHook,836,36.0
BAHook,836,60.0
BAHook,837,41.0
BAHook,837,65.0
BAHook,838,36.0
BAHook,838,60.0
BAHook,839,65.0
BAHook,839,41.0
BAHook,840,36.0
BAHook,840,60.0
BAHook,841,41.0
BAHook,841,55.0
BAHook,842,46.0
BAHook,842,50.0
BAHook,843,51.0
BAHook,843,55.0
BAHook,844,41.0
BAHook,844,60.0
BAHook,844,46.0
BAHook,845,41.0
BAHook,845,55.0
BAHook,846,46.0
BAHook,846,60.0
BAHook,846,41.0
BAHook,847,41.0
BAHook,847,65.0
BAHook,848,36.0
BAHook,848,60.0
BAHook,849,55.0
BAHook,849,41.0
BAHook,850,46.0
BAHook,850,60.0
BAHook,851,41.0
BAHook,851,65.0
BAHook,851,36.0
BAHook,852,36.0
BAHook,852,60.0
BAHook,853,41.0
BAHook,853,65.0
BAHook,854,70.0
BAHook,854,36.0
BAHook,855,26.0
BAHook,855,75.0
BAHook,855,31.0
BAHook,856,26.0
BAHook,856,70.0
BAHook,857,31.0
BAHook,857,75.0
BAHook,857,26.0
BAHook,858,26.0
BAHook,858,70.0
BAHook,859,75.0
BAHook,859,31.0
BAHook,860,26.0
BAHook,860,70.0
BAHook,861,31.0
BAHook,861,75.0
BAHook,862,26.0
BAHook,862,80.0
BAHook,863,21.0
BAHook,863,85.0
BAHook,864,16.0
BAHook,864,80.0
BAHook,865,75.0
BAHook,865,21.0
BAHook,866,26.0
BAHook,866,80.0
BAHook,867,21.0
BAHook,867,75.0
BAHook,867,26.0
BAHook,868,26.0
BAHook,868,70.0
BAHook,868,31.0
BAHook,869,65.0
BAHook,869,31.0
BAHook,870,60.0
BAHook,870,36.0
BAHook,871,41.0
BAHook,871,55.0
BAHook,872,46.0
BAHook,872,60.0
BAHook,873,41.0
BAHook,873,65.0
BAHook,874,36.0
BAHook,874,70.0
BAHook,875,31.0
BAHook,875,65.0
BAHook,876,70.0
BAHook,876,36.0
BAHook,877,31.0
BAHook,877,75.0
BAHook,878,26.0
BAHook,878,70.0
BAHook,879,31.0
BAHook,879,75.0
BAHook,879,26.0
BAHook,880,26.0
BAHook,880,70.0
BAHook,881,36.0
BAHook,881,65.0
BAHook,881,31.0
BAHook,882,36.0
BAHook,882,70.0
BAHook,882,31.0
BAHook,883,31.0
BAHook,883,75.0
BAHook,883,26.0
BAHook,884,26.0
BAHook,884,70.0
BAHook,884,31.0
BAHook,885,26.0
BAHook,885,31.0
BAHook,885,75.0
BAHook,886,26.0
BAHook,886,70.0
BAHook,886,31.0
BAHook,887,31.0
BAHook,887,65.0
BAHook,888,31.0
BAHook,888,36.0
BAHook,888,70.0
BAHook,889,26.0
BAHook,889,31.0
BAHook,889,75.0
BAHook,890,26.0
BAHook,890,70.0
BAHook,891,31.0
BAHook,891,75.0
BAHook,892,26.0
BAHook,892,80.0
BAHook,893,21.0
BAHook,893,85.0
BAHook,894,16.0
BAHook,894,80.0
BAHook,895,85.0
BAHook,895,21.0
BAHook,896,80.0
BAHook,896,16.0
BAHook,897,21.0
BAHook,897,75.0
BAHook,898,26.0
BAHook,898,80.0
BAHook,898,21.0
BAHook,899,21.0
BAHook,899,85.0
BAHook,900,16.0
BAHook,900,80.0
BAHook,900,21.0
BAHook,901,85.0
BAHook,901,21.0
BAHook,902,16.0
BAHook,902,80.0
BAHook,903,21.0
BAHook,903,85.0
BAHook,903,16.0
BAHook,904,16.0
BAHook,904,80.0
BAHook,905,21.0
BAHook,905,75.0
BAHook,906,80.0
BAHook,906,26.0
BAHook,907,21.0
BAHook,907,85.0
BAHook,907,16.0
BAHook,908,16.0
BAHook,908,80.0
BAHook,908,21.0
BAHook,909,21.0
BAHook,909,85.0
BAHook,910,21.0
BAHook,910,16.0
BAHook,910,80.0
BAHook,911,21.0
BAHook,911,75.0
BAHook,912,26.0
BAHook,912,80.0
BAHook,913,21.0
BAHook,913,85.0
BAHook,914,16.0
BAHook,914,90.0
BAHook,915,85.0
BAHook,915,11.0
BAHook,916,21.0
BAHook,916,80.0
BAHook,916,16.0
BAHook,917,21.0
BAHook,917,85.0
BAHook,918,16.0
BAHook,918,90.0
BAHook,919,11.0
BAHook,919,85.0
BAHook,920,16.0
BAHook,920,90.0
BAHook,921,95.0
BAHook,921,11.0
BAHook,922,6.0
BAHook,922,90.0
BAHook,923,11.0
BAHook,923,85.0
BAHook,924,16.0
BAHook,924,80.0
BAHook,925,21.0
BAHook,925,75.0
BAHook,926,26.0
BAHook,926,70.0
BAHook,927,75.0
BAHook,927,31.0
BAHook,928,26.0
BAHook,928,80.0
BAHook,929,21.0
BAHook,929,85.0
BAHook,930,16.0
BAHook,930,80.0
BAHook,930,21.0
